word,score
allersidst,-0.666666666666667
alliance,0.666666666666667
alliere,1
allieret,-1
almennyttig,2.33333333333333
almindelig,0.666666666666667
almindelighed,0.333333333333333
alsidig,1.33333333333333
altafgørende,0.333333333333333
alternativ,0.5
altid,1.66666666666667
alverden,-0.333333333333333
alvor,-2.33333333333333
alvorlig,-2.33333333333333
amatør,-2
ambition,0.333333333333333
ambitionsniveau,0.666666666666667
ambitiøs,1
ambulance,-0.333333333333333
amerikaner,-0.333333333333333
amerikansk,-0.333333333333333
amfetamin,-1
ammunition,-0.666666666666667
amok,-2.33333333333333
analyse,0.333333333333333
analytiker,0.333333333333333
analytisk,0.333333333333333
anbefale,2
anbefaling,1.66666666666667
anbringe,0.333333333333333
andel,0.333333333333333
andenplads,-0.333333333333333
anderledes,0.333333333333333
anekdote,0.666666666666667
anerkende,2
anerkendelse,1.66666666666667
anfald,-1.33333333333333
anfægte,-1.33333333333333
anføre,0.666666666666667
anfører,0.333333333333333
angivelig,-0.333333333333333
angreb,-2.66666666666667
angribe,-2.66666666666667
angriber,-1
angst,-3.33333333333333
anholde,-2.33333333333333
anholdelse,-2.66666666666667
anke,-1.33333333333333
ankenævn,-1
anklage,-2.16666666666667
anklagemyndighed,-0.666666666666667
anklager,-1.33333333333333
anklageskrift,-1
ankomme,0.333333333333333
ankomst,0.333333333333333
anledning,0.333333333333333
anlægge,0.333333333333333
anmelde,-1.33333333333333
anmode,0.333333333333333
annoncere,0.333333333333333
annullere,-1.66666666666667
anonym,-0.333333333333333
ansat,0.333333333333333
ansigt,0.333333333333333
anskaffe,0.666666666666667
anslå,0.333333333333333
anstrenge,-2
anstrengelse,-2.33333333333333
anstændig,2
anstændighed,1
ansvar,0.666666666666667
ansvarlig,2
ansvarlighed,2.33333333333333
ansætte,1
ansøge,0.666666666666667
ansøger,0.333333333333333
ansøgning,0.333333333333333
antage,0.333333333333333
antagelse,0.333333333333333
antik,0.833333333333333
antisemitisme,-4.66666666666667
antydning,0.333333333333333
antænde,0.333333333333333
anvende,0.333333333333333
anvendelig,2
anvendelse,0.333333333333333
appel,0.333333333333333
appellere,0.666666666666667
appetit,0.666666666666667
april,0.333333333333333
ar,-1.33333333333333
arabisk,-0.333333333333333
arbejde,0.5
arbejder,0.333333333333333
arbejdsindsats,0.333333333333333
arbejdskraft,0.666666666666667
arbejdsløs,-2.33333333333333
arbejdsløshed,-2.33333333333333
arbejdsopgave,-0.333333333333333
arbejdsstyrke,0.666666666666667
arbejdstilsyn,-0.333333333333333
arbejdstøj,-0.666666666666667
argument,-0.666666666666667
argumentation,0.666666666666667
argumentere,0.333333333333333
arkitekt,0.333333333333333
arkitektfirma,0.666666666666667
arkitektonisk,0.666666666666667
arkitektskole,0.666666666666667
arkitektur,0.333333333333333
arrangement,0.666666666666667
arrangere,0.333333333333333
arrest,-1
arrestere,-2.66666666666667
arrogance,-2.33333333333333
arrogant,-3.33333333333333
artist,0.666666666666667
arv,0.333333333333333
arve,0.333333333333333
assistere,1.33333333333333
association,0.333333333333333
associere,0.333333333333333
astma,-0.666666666666667
asyl,-0.333333333333333
asylansøger,-0.333333333333333
asylcenter,-0.666666666666667
asylsøger,-0.333333333333333
ateist,0.333333333333333
atelier,0.666666666666667
atlet,0.666666666666667
atletik,0.666666666666667
atombombe,-3
atomkraft,-1
atomkraftværk,-0.666666666666667
atomvåben,-3
attentat,-3.33333333333333
attitude,-0.666666666666667
attraktion,1
attraktiv,3.33333333333333
atypisk,-0.666666666666667
autentisk,2.33333333333333
automatik,0.666666666666667
automatisk,0.333333333333333
autonom,0.666666666666667
autoriseret,1.66666666666667
autoritet,0.333333333333333
autoritær,1
avancere,1.33333333333333
avanceret,0.333333333333333
avis,0.333333333333333
bacon,0.666666666666667
badminton,0.333333333333333
bage,0.333333333333333
bagest,-0.666666666666667
bagfra,-0.666666666666667
baglæns,-0.333333333333333
bagmand,-2.33333333333333
bagside,-0.666666666666667
bagsæde,-0.333333333333333
bagud,-0.666666666666667
bagved,-0.333333333333333
bak,-0.166666666666667
bakke,-0.166666666666667
bakkede,-0.333333333333333
bakket,-0.666666666666667
bakterie,-1.33333333333333
bal,1
balance,1.66666666666667
balancegang,0.333333333333333
balancere,1.66666666666667
ballade,-2.33333333333333
ballast,-0.666666666666667
banal,-1.66666666666667
bande,-2.33333333333333
bane,0.166666666666667
banebrydende,4
bange,-2.66666666666667
bank,-1
banke,-1
banko,0.666666666666667
barak,1
bare,-0.666666666666667
barn,1.66666666666667
barndomshjem,0.666666666666667
barnebarn,0.333333333333333
barnlig,-0.666666666666667
barriere,-1.33333333333333
barsel,0.666666666666667
barsk,-1.66666666666667
basal,0.333333333333333
basis,0.333333333333333
basketball,1.33333333333333
bastant,0.666666666666667
bearbejde,0.333333333333333
bebrejde,-2.33333333333333
bebude,-0.333333333333333
bede,0.5
bedrag,-2
bedrage,-3
bedrageri,-3.33333333333333
bedrift,2.66666666666667
bedring,2.66666666666667
bedstefar,0.666666666666667
bedsteforælder,1
bedyre,-1
bedømmelse,0.333333333333333
befolkning,0.333333333333333
befri,2
befrielse,2.66666666666667
befrugtning,1
beføjelse,0.333333333333333
begave,0.666666666666667
begavet,3.33333333333333
begejstre,2.66666666666667
begejstret,3.33333333333333
begejstring,3
begrave,-2.33333333333333
begravelse,-1.33333333333333
begribe,-0.333333333333333
begrundelse,-0.333333333333333
begrundet,0.333333333333333
begrænse,-1
begrænset,-1.66666666666667
begrænsning,-2
begynde,1.33333333333333
begyndelse,1
begynder,0.333333333333333
begær,-0.333333333333333
begære,-0.333333333333333
begå,-0.666666666666667
behagelig,3
behandle,0.666666666666667
beherske,0.333333333333333
behersket,1.66666666666667
behold,0.666666666666667
beholde,0.333333333333333
beholder,0.333333333333333
beholdning,0.333333333333333
bekende,-0.333333333333333
bekendelse,-0.666666666666667
bekendt,0.333333333333333
bekendtgøre,0.333333333333333
bekendtgørelse,0.333333333333333
beklage,-2.33333333333333
beklagelig,-2.66666666666667
beklagelse,-1.66666666666667
beklæde,0.333333333333333
bekostning,-1.66666666666667
bekræfte,0.666666666666667
bekræftelse,0.666666666666667
bekvem,1.66666666666667
bekymre,-2.33333333333333
bekymret,-2.66666666666667
bekymring,-2
bekæmpe,-0.333333333333333
bekæmpelse,-0.666666666666667
belaste,-2
belastet,-2.33333333333333
belastning,-2
beliggende,0.333333333333333
belyse,0.666666666666667
belysning,0.333333333333333
belæg,0.333333333333333
belære,-1.33333333333333
beløbe,-0.333333333333333
belønne,2.33333333333333
belønning,2.66666666666667
bemærke,0.333333333333333
bemærkelsesværdig,0.666666666666667
bemærkning,0.333333333333333
benhård,-1.33333333333333
benytte,0.333333333333333
benægte,-1.66666666666667
beordre,-0.333333333333333
beredskab,-0.333333333333333
beregning,-0.333333333333333
berette,0.333333333333333
berettige,0.333333333333333
berettigelse,0.666666666666667
berettiget,1
berige,3
berolige,2
beruse,0.333333333333333
beruset,-1.33333333333333
berygtet,-2
berømmelse,1.66666666666667
berømt,2.66666666666667
berømthed,2
berøre,0.333333333333333
berøring,0.666666666666667
besat,-2
besejre,2
besidde,0.333333333333333
beskadige,-2.66666666666667
beskatning,-0.333333333333333
beskatte,-0.333333333333333
beskidt,-3.66666666666667
beskyde,-2.66666666666667
beskylde,-2
beskyldning,-2.33333333333333
beskytte,0.333333333333333
beskyttelse,0.666666666666667
beskæftige,0.333333333333333
beskæftigelse,0.333333333333333
beskære,-0.333333333333333
beskåret,-0.333333333333333
beslaglægge,-3
beslutning,0.333333333333333
beslutningstager,0.333333333333333
beslutte,1
beslægtet,0.666666666666667
besparelse,-1.66666666666667
bestand,0.333333333333333
bestemme,-0.333333333333333
bestemmelse,0.333333333333333
bestige,1.33333333333333
bestikkelse,-2.66666666666667
bestride,-0.666666666666667
bestræbe,-0.666666666666667
bestræbelse,0.666666666666667
bestseller,2
bestyre,0.666666666666667
bestyrelse,0.333333333333333
bestyrelsesformand,0.333333333333333
bestå,1.66666666666667
besvare,0.333333333333333
besvær,-2.33333333333333
besværlig,-3.33333333333333
besynderlig,-2.33333333333333
besætte,-1.66666666666667
besættelse,-3
besættelsesmagt,-2
besøg,0.333333333333333
besøge,0.333333333333333
betage,0.666666666666667
betagende,3.66666666666667
betale,-1.66666666666667
betaling,0.666666666666667
betinge,-0.666666666666667
betingelse,-0.333333333333333
betjene,0.333333333333333
betjening,0.333333333333333
betjent,-0.333333333333333
beton,-0.333333333333333
betone,0.666666666666667
betragtelig,0.333333333333333
betragtning,0.333333333333333
betro,0.666666666666667
betryggende,1.33333333333333
betvivle,-2.33333333333333
betydelig,1
betydning,0.666666666666667
betydningsfuld,3
betændt,-1
betænkelig,-0.666666666666667
betænkelighed,-0.333333333333333
betænkning,-0.666666666666667
beundre,2.66666666666667
beundring,2.66666666666667
bevare,0.333333333333333
bevaringsværdig,2.66666666666667
bevidst,0.666666666666667
bevidsthed,0.333333333333333
bevidstløs,-1.33333333333333
bevilge,0.666666666666667
bevilling,0.666666666666667
bevirke,-0.666666666666667
bevis,0.666666666666667
bevise,0.333333333333333
bevogte,0.666666666666667
bevæbne,-1.33333333333333
bevæbnet,-1.33333333333333
bevæge,0.666666666666667
bevægelighed,0.666666666666667
bevægelse,0.666666666666667
bibliotek,0.333333333333333
bide,-0.666666666666667
bidrag,1.33333333333333
bidrage,1
bidragyder,0.666666666666667
bifald,3.33333333333333
bil,0.333333333333333
billedkunst,0.666666666666667
billedkunstner,0.666666666666667
billet,0.333333333333333
billig,1.66666666666667
billige,0.666666666666667
bind,0.333333333333333
binding,-0.666666666666667
biograf,0.333333333333333
biografi,0.333333333333333
biologisk,0.333333333333333
bistand,-0.666666666666667
bistå,0.666666666666667
bitte,-0.666666666666667
bitter,-2.33333333333333
bitterhed,-2.66666666666667
bivirkning,-2.33333333333333
bizar,-1.33333333333333
bjerg,0.333333333333333
blad,0.333333333333333
blande,0.333333333333333
bleg,-2.33333333333333
blid,1.33333333333333
blind,-2
blinke,0.333333333333333
blod,-0.666666666666667
blodig,-3.33333333333333
blodprop,-4
blodtryk,-0.666666666666667
blokade,-1.33333333333333
blokere,-1
blomst,1.33333333333333
blomstre,3
blond,0.666666666666667
blotte,-1
blues,-0.333333333333333
blusse,-0.666666666666667
blænde,-1
blæse,-0.333333333333333
blæst,0.666666666666667
blød,1
bløde,-1.16666666666667
blødning,-1.33333333333333
blå,-0.333333333333333
bo,0.166666666666667
bog,0.333333333333333
boglig,0.666666666666667
bogstavelig,-0.333333333333333
bokse,-0.333333333333333
boksning,-0.666666666666667
bolle,0.666666666666667
boltre,0.666666666666667
bombardement,-3
bombardere,-2.33333333333333
bombe,-2.83333333333333
bonde,-0.333333333333333
bonus,1.66666666666667
boom,-0.333333333333333
bordel,-0.666666666666667
bore,-0.333333333333333
borger,0.333333333333333
borgerkrig,-4
borgerlig,-0.666666666666667
borgmester,0.333333333333333
bort,-0.333333333333333
borte,-0.666666666666667
bortføre,-3
bortførelse,-3.33333333333333
bortset,0.333333333333333
bortvise,-2.66666666666667
boss,0.333333333333333
bosættelse,-0.666666666666667
boykot,-2.66666666666667
boykotte,-1
brage,-0.666666666666667
branche,0.333333333333333
brand,-1.33333333333333
brat,-0.666666666666667
brav,1.66666666666667
bremse,-1.16666666666667
bringe,0.666666666666667
briste,-2.33333333333333
britisk,0.333333333333333
broderskab,2
broget,-0.666666666666667
brokke,-1.66666666666667
brud,-0.666666666666667
brugbar,1.66666666666667
brugt,-0.666666666666667
brune,-0.666666666666667
brutal,-3.33333333333333
brutalitet,-3.33333333333333
bruttonationalprodukt,0.666666666666667
bryde,-1.33333333333333
bryllup,0.666666666666667
bryst,0.333333333333333
bryste,0.666666666666667
brystkræft,-2
brække,-2.66666666666667
brænde,-0.333333333333333
brændsel,-1
brød,-0.333333333333333
brøle,-1
budget,-0.333333333333333
budgettere,-0.333333333333333
budskab,0.333333333333333
bugne,0.666666666666667
buket,1
bukke,-0.666666666666667
buldre,-1
bund,-1.33333333333333
bunde,-0.333333333333333
bundhold,-1.33333333333333
bur,-0.666666666666667
burde,-0.333333333333333
bureaukratisk,-2
burka,-1.33333333333333
bus,0.333333333333333
business,0.333333333333333
butterfly,1
byde,0.333333333333333
bygge,1
byggeplads,-0.666666666666667
bygget,0.333333333333333
bygning,0.333333333333333
byrde,-3
byråd,0.333333333333333
bytte,0.166666666666667
bære,-0.333333333333333
bæredygtig,2.66666666666667
bæredygtighed,2.66666666666667
bøde,-1.33333333333333
bølge,0.166666666666667
bøn,0.333333333333333
børnefamilie,0.333333333333333
børsnotere,0.666666666666667
børsnotering,1
bøsse,-2.66666666666667
bøvl,-3
café,0.333333333333333
cancer,-3.66666666666667
cementere,0.333333333333333
censur,-2.66666666666667
center,0.666666666666667
central,0.5
ceremoni,1
champagne,2
champion,2.33333333333333
chance,1.33333333333333
charme,3
charmerende,3
chef,0.333333333333333
chefkonsulent,0.333333333333333
cheftræner,0.333333333333333
chikane,-3
chikanere,-3.66666666666667
chok,-2
chokere,-2.33333333333333
chokolade,1.33333333333333
cigaret,-0.666666666666667
cirkus,0.333333333333333
citere,0.333333333333333
civil,0.333333333333333
civilisere,0.666666666666667
coach,1
comeback,1.66666666666667
computer,0.333333333333333
cool,3.66666666666667
cykelsti,0.666666666666667
cykle,0.333333333333333
daglig,0.333333333333333
dagpenge,-0.333333333333333
dale,-0.333333333333333
dame,0.333333333333333
dankort,0.666666666666667
danmarkshistorie,0.333333333333333
danmarksmester,2
danne,0.666666666666667
dannelse,1
dans,1
danse,1.33333333333333
dansegulv,0.666666666666667
danser,0.666666666666667
dansk,1
dansker,0.333333333333333
danskhed,0.666666666666667
datid,-0.333333333333333
datter,0.333333333333333
deadline,-0.333333333333333
debat,-0.333333333333333
debattere,-0.666666666666667
debattør,-0.333333333333333
debutant,0.333333333333333
debutere,0.333333333333333
december,0.333333333333333
decentral,0.333333333333333
decideret,0.333333333333333
dedikere,0.333333333333333
defekt,-3.33333333333333
defensiv,-0.833333333333333
definere,0.333333333333333
definitiv,0.333333333333333
dejlig,4
dekoration,1
dekorativ,2
dekorere,1
dele,1
delikat,3
deling,0.666666666666667
deltage,0.666666666666667
deltager,0.666666666666667
delvist,-0.166666666666667
demens,-1.66666666666667
dement,-2
demokrati,0.333333333333333
demokratisk,1.66666666666667
demonstrant,-0.333333333333333
demonstration,-0.333333333333333
demonstrere,-0.666666666666667
dengang,-0.666666666666667
deponere,-1.33333333333333
depression,-4.66666666666667
deprimere,-3
derhjemme,0.333333333333333
deroppe,0.333333333333333
design,0.666666666666667
designe,0.666666666666667
desperat,-2
desperation,-3
dessert,0.666666666666667
destruere,-2.33333333333333
destruktiv,-3
desværre,-2.66666666666667
detalje,0.666666666666667
detaljeret,0.666666666666667
diabetes,-2.33333333333333
diagnose,-0.666666666666667
dialog,0.333333333333333
diamant,2.33333333333333
differentiere,-0.666666666666667
diffus,-1.33333333333333
digital,0.333333333333333
digt,0.666666666666667
digte,0.666666666666667
digter,0.666666666666667
diktator,-2.66666666666667
diktatur,-3.66666666666667
diktere,-0.666666666666667
dilemma,-0.666666666666667
diplom,2
diplomat,0.333333333333333
diplomatisk,1.33333333333333
direkte,1.33333333333333
direktør,0.666666666666667
dirigere,0.333333333333333
dirre,-0.666666666666667
discipel,0.666666666666667
diskret,-0.333333333333333
diskrimination,-4
diskriminere,-3.33333333333333
diskussion,-0.333333333333333
dispensation,0.333333333333333
distancere,-1.33333333333333
distribuere,0.333333333333333
distribution,0.333333333333333
djævel,-4.66666666666667
dobbelt,0.333333333333333
dollar,0.333333333333333
dominere,-1.33333333333333
dommer,-0.333333333333333
donation,2.66666666666667
donere,2.33333333333333
donor,0.666666666666667
doping,-3
double,0.666666666666667
doven,-3.66666666666667
downloade,0.666666666666667
drab,-4
drabsforsøg,-3.33333333333333
drage,0.166666666666667
drama,-1.33333333333333
dramatik,-2.66666666666667
dramatiker,0.666666666666667
dramatisk,-1.33333333333333
drastisk,0.333333333333333
drejning,0.333333333333333
dreng,0.333333333333333
drift,0.333333333333333
driftig,1.66666666666667
drille,-1.66666666666667
dristig,0.333333333333333
drive,0.333333333333333
drivhusgas,-1.33333333333333
drivkraft,0.666666666666667
dronning,1
drop,-0.666666666666667
droppe,-1.33333333333333
druk,-1.33333333333333
drukne,-3.33333333333333
dræbe,-4
dræne,-1
drøfte,-0.333333333333333
drøm,2.33333333333333
drømme,1.66666666666667
drøne,0.666666666666667
duel,-0.333333333333333
duft,0.666666666666667
dufte,2
dukke,0.166666666666667
dum,-3.33333333333333
dumhed,-3.33333333333333
dumme,-4
dumpe,-3
dunkel,-1.66666666666667
dur,0.666666666666667
dyb,-0.166666666666667
dyd,2
dygtig,3
dygtighed,3
dyk,-0.333333333333333
dynamik,0.666666666666667
dynamisk,1
dyr,-0.833333333333333
dyst,-0.666666666666667
dyste,-0.333333333333333
dyster,-2
dækkende,0.333333333333333
dæmme,-1.66666666666667
dæmon,-4.66666666666667
dæmpe,-0.333333333333333
dæmper,-1.66666666666667
dø,-4
død,-4.16666666666667
dødbringende,-4.33333333333333
dødelig,-3
dødelighed,-1.66666666666667
dødsdom,-4.33333333333333
dødsdømme,-3.33333333333333
dødsfald,-3.33333333333333
dødsstraf,-4.66666666666667
døje,-1.33333333333333
dømme,-1.66666666666667
dør,-1.66666666666667
døv,-1.66666666666667
dårlig,-4
effekt,0.333333333333333
effektiv,2.33333333333333
effektivisere,2.33333333333333
effektivisering,1.66666666666667
effektivitet,1.33333333333333
efterforske,-0.333333333333333
efterforskning,-0.333333333333333
efterfølgende,0.333333333333333
efterhånden,-0.333333333333333
efterkrigstid,-1
efterlade,-1
efterleve,0.666666666666667
efterligne,-0.666666666666667
efterlod,-1
efterlyse,-1.33333333333333
efterløn,-0.666666666666667
efterretning,-0.333333333333333
efterretningstjeneste,-0.333333333333333
efterspurgt,0.666666666666667
efterspørgsel,0.666666666666667
eftersøge,-0.666666666666667
eftersøgning,-0.666666666666667
eftertanke,0.666666666666667
eftertragtet,2.66666666666667
eftertænksom,1.33333333333333
efteruddannelse,0.333333333333333
efterårsferie,0.666666666666667
egenkapital,0.333333333333333
egenskab,0.666666666666667
egne,0.333333333333333
egoistisk,-3.66666666666667
ej,-1.66666666666667
eje,0.333333333333333
ejendommelig,0.666666666666667
ejendomsværdi,0.333333333333333
ejer,0.333333333333333
ejerlejlighed,0.333333333333333
eksamen,-0.666666666666667
eksil,-2.66666666666667
eksistentiel,0.666666666666667
eksistere,0.333333333333333
eksisterende,0.666666666666667
ekskludere,-2.66666666666667
eksklusiv,2
ekskæreste,-0.666666666666667
eksotisk,0.666666666666667
ekspandere,0.666666666666667
ekspansion,1
ekspedere,0.333333333333333
eksperiment,0.333333333333333
eksperimentere,0.333333333333333
ekspert,1.33333333333333
ekspertise,1.33333333333333
eksplodere,-2
eksplosion,-1.66666666666667
eksplosiv,-1
eksponere,0.333333333333333
eksponering,-0.666666666666667
ekstra,1.66666666666667
ekstraordinær,1.66666666666667
ekstrem,0.666666666666667
ekstremist,-3.33333333333333
ekstremistisk,-3.66666666666667
elbil,1
elegance,2.66666666666667
elegant,3
elektrisk,0.333333333333333
elementær,0.666666666666667
elendig,-5
elendighed,-4.33333333333333
elev,1
eliminere,-2
elite,0.666666666666667
elitær,1
elske,4.33333333333333
elsker,4.33333333333333
elskerinde,0.666666666666667
eminent,4.33333333333333
emotionel,1
empati,1
endda,-0.333333333333333
ende,-1
endegyldig,-0.666666666666667
endelig,0.5
endeløs,-1
ene,-0.666666666666667
energi,1
energiforbrug,-0.666666666666667
energikilde,0.666666666666667
energiminister,0.666666666666667
energisk,2.33333333333333
enes,1
eneste,0.666666666666667
enestående,3
eng,0.666666666666667
engagement,1.33333333333333
engagere,1.66666666666667
engel,2.33333333333333
engelsk,0.166666666666667
enhed,0.333333333333333
enig,2
enighed,2
enke,-0.666666666666667
enkel,1
enkelt,0.666666666666667
enlig,-1
enorm,1.33333333333333
ensarte,0.666666666666667
ensemble,0.333333333333333
ensidig,0.333333333333333
ensom,-2.33333333333333
ensomhed,-3.33333333333333
enstemmig,0.666666666666667
entertainer,0.666666666666667
entré,0.333333333333333
entreprenør,0.333333333333333
entusiasme,2.66666666666667
entusiast,2
entusiastisk,3.33333333333333
epidemi,-3.66666666666667
epoke,0.333333333333333
erfare,0.666666666666667
erfaren,2
erfaring,1.33333333333333
erhverve,0.333333333333333
erhvervsdrivende,0.333333333333333
erhvervsliv,0.333333333333333
erhvervsuddannelse,-0.333333333333333
erindre,0.666666666666667
erindring,0.333333333333333
erkendelse,-0.333333333333333
erklære,0.333333333333333
erklæring,0.333333333333333
ernæring,0.333333333333333
erobre,0.666666666666667
erobring,0.666666666666667
erotik,0.666666666666667
erotisk,1
erstatning,-0.333333333333333
erstatningskrav,-0.666666666666667
erstatningssag,-0.666666666666667
es,0.666666666666667
eskalere,-1.33333333333333
essentiel,2
etableret,0.666666666666667
etablering,0.333333333333333
etik,0.333333333333333
euro,0.333333333333333
europamester,2
europæer,0.333333333333333
europæisk,0.333333333333333
evakuere,-1.66666666666667
evaluere,0.333333333333333
eventyr,2.66666666666667
eventyrlig,4
evig,0.333333333333333
evighed,-0.666666666666667
evne,0.833333333333333
evolution,1
exit,-0.666666666666667
fabelagtig,4.66666666666667
facade,-0.666666666666667
fader,0.333333333333333
fagbevægelse,0.333333333333333
fagfolk,0.333333333333333
fagforening,0.333333333333333
faglig,2
faglighed,0.666666666666667
fair,1.33333333333333
faktisk,1
faktuel,1
fald,-1.33333333333333
falde,-0.666666666666667
fallit,-3.66666666666667
FALSK,-1.66666666666667
familie,2.66666666666667
familieliv,0.666666666666667
familiesammenføring,0.666666666666667
famle,-1
famøs,2.33333333333333
fan,1
fanatisk,-2
fanden,-4.33333333333333
fange,-1.33333333333333
fangenskab,-3.33333333333333
fantasi,2
fantasifuld,2.66666666666667
fantastisk,5
far,1
farce,-1.33333333333333
fare,-1.33333333333333
faretruende,-3
farlig,-1.33333333333333
fart,0.666666666666667
farve,0.166666666666667
farvel,-1.33333333333333
farverig,1.66666666666667
farvestrålende,3.33333333333333
farvet,-0.333333333333333
fascination,2
fascinere,2
fascisme,-3.66666666666667
fast,0.666666666666667
fastansætte,0.333333333333333
faste,-0.666666666666667
fastlægge,0.333333333333333
fastlåse,-0.666666666666667
fastslå,0.333333333333333
fatal,-4
fatte,-0.333333333333333
fattig,-3
fattigdom,-3.66666666666667
favn,0.333333333333333
favne,1
favorisere,-0.333333333333333
favorit,2.33333333333333
feber,-2.66666666666667
fed,1.16666666666667
fedme,-1.66666666666667
fedt,2
fedte,-0.666666666666667
feje,-0.333333333333333
fejl,-2.66666666666667
fejlagtig,-2.66666666666667
fejle,-2.66666666666667
fejlslagen,-3.33333333333333
fejltagelse,-2.33333333333333
fejre,3
fejring,3
feminist,0.333333333333333
femteplads,-0.333333333333333
ferie,1
fernisering,0.666666666666667
fersk,0.666666666666667
fest,1.66666666666667
feste,2
festival,1.33333333333333
festlig,2.33333333333333
festlighed,2
festuge,2
fiasko,-3
fidus,0.666666666666667
fif,1.66666666666667
fight,-0.666666666666667
fiks,1
fiktiv,0.333333333333333
film,0.666666666666667
filmfestival,0.666666666666667
filmisk,1
filmstjerne,1.33333333333333
filosofi,0.333333333333333
filosofisk,0.333333333333333
fin,3
finale,0.333333333333333
finalist,1
finansiel,-0.333333333333333
finansiere,0.333333333333333
finansiering,0.666666666666667
finanskrise,-3
finanslov,-0.333333333333333
finanspolitik,-0.666666666666667
finde,1.33333333333333
fine,1
finesse,1
finurlig,1.66666666666667
firkantet,-0.333333333333333
firma,0.333333333333333
fitness,0.666666666666667
fjende,-2.66666666666667
fjendtlig,-3.33333333333333
fjerdeplads,-0.666666666666667
fjern,-1.66666666666667
fjerne,-1.5
fjernelse,-1
flad,-0.333333333333333
fleksibel,2
fleksibilitet,2.33333333333333
fleksjob,-0.666666666666667
flertal,0.666666666666667
flid,1
flink,3.33333333333333
flirt,1
flirte,1
flittig,2.33333333333333
flora,0.666666666666667
florere,1
flot,3.66666666666667
flov,-2.33333333333333
flow,1.66666666666667
flue,-0.333333333333333
flugt,-1.33333333333333
fly,0.333333333333333
flyde,0.333333333333333
flydende,0.666666666666667
flygte,-2.66666666666667
flygtig,-1.33333333333333
flygtning,-0.333333333333333
flygtningehjælp,-0.666666666666667
