prydnad	1.3	0.78102	[1, 3, 1, 0, 2, 2, 1, 1, 1, 1]
utsmyckningar	0.8	1.16619	[2, -1, 0, 0, 2, 1, 2, -1, 1, 2]
avancerad	1.0	0.63246	[1, 0, 1, 1, 1, 0, 1, 2, 1, 2]
fördel	2.0	0.63246	[2, 3, 1, 2, 2, 3, 2, 1, 2, 2]
gynnade	1.4	0.91652	[1, 0, 3, 0, 1, 1, 2, 2, 2, 2]
fördelaktig	1.5	0.67082	[2, 0, 2, 2, 2, 1, 1, 1, 2, 2]
med fördel	1.9	0.53852	[2, 2, 2, 3, 2, 2, 2, 1, 1, 2]
fördelar	1.6	0.4899	[2, 2, 2, 1, 2, 1, 2, 2, 1, 1]
äventyr	2.3	0.78102	[2, 3, 2, 3, 1, 3, 3, 1, 2, 3]
äventyrade	1.3	0.45826	[1, 2, 1, 2, 1, 2, 1, 1, 1, 1]
äventyrare	1.2	0.6	[1, 2, 0, 2, 1, 2, 1, 1, 1, 1]
adventure	1.7	1.1	[0, 3, 0, 1, 2, 2, 3, 1, 2, 3]
äventyrerska	0.8	1.72047	[3, -1, 2, 2, 0, 0, 1, 2, -3, 2]
adventuressesna	1.4	1.11355	[1, 0, 0, 3, 2, 2, 3, 0, 1, 2]
äventyrs	1.5	0.67082	[1, 0, 2, 2, 2, 2, 1, 1, 2, 2]
äventyrliga	1.4	0.4899	[1, 1, 2, 1, 2, 2, 2, 1, 1, 1]
adventurister	1.2	0.9798	[3, 1, 0, 0, 1, 2, 1, 0, 2, 2]
äventyrlig	1.4	1.11355	[0, 1, 2, 1, 2, 0, 3, 2, 3, 0]
äventyrligt	1.3	0.9	[0, 1, 2, 2, 1, 2, 1, 1, 0, 3]
äventyrlighet	1.8	0.87178	[0, 1, 3, 2, 1, 3, 2, 2, 2, 2]
kontradiktoriska	-1.5	0.92195	[-2, 0, -1, -3, -2, -2, 0, -1, -2, -2]
motståndare	-1.0	0.63246	[-1, -1, -1, -1, 0, -2, -2, -1, -1, 0]
adversativ	-1.2	0.74833	[-1, -1, -2, -1, -1, -1, -3, -1, 0, -1]
adverdet	-0.1	1.37477	[0, -2, -1, 0, -1, -1, 1, 1, 3, -1]
ogynnsam	-1.8	0.74833	[-1, -2, -2, -1, -3, -1, -1, -2, -3, -2]
negativt	-0.8	1.6	[-2, -2, 0, -2, -2, 2, -2, 2, -2, 0]
adversheten	-0.6	1.35647	[-1, -2, -1, 2, -1, -2, -1, 2, -1, -1]
motgångar	-1.8	0.6	[-2, -2, -2, -1, -1, -3, -2, -1, -2, -2]
motgång	-1.8	0.6	[-3, -2, -1, -2, -2, -2, -1, -1, -2, -2]
påverkade	0.2	1.07703	[0, 0, -1, 1, -1, -1, 0, 2, 0, 2]
tillgivenhet	2.4	0.8	[3, 2, 2, 3, 4, 1, 3, 2, 2, 2]
öm	-1.5	0.5	[-2, -2, -2, -1, -1, -1, -2, -1, -1, -2]
kärleksfullt	3.2	0.6	[3, 3, 3, 4, 4, 4, 2, 3, 3, 3]
känslor	1.5	1.11803	[-1, 3, 2, 2, 1, 1, 2, 1, 3, 1]
drabbade	-2.4	0.8	[-1, -3, -3, -2, -1, -2, -3, -3, -3, -3]
förolämpad	-2.3	0.45826	[-2, -2, -2, -2, -3, -2, -2, -2, -3, -3]
förvärra	-2.5	0.80623	[-3, -3, -2, -3, -2, -4, -3, -2, -2, -1]
grovt	-1.9	1.04403	[-4, -3, -3, -1, -1, -1, -1, -2, -2, -1]
förvärrar	-1.9	0.83066	[-3, -2, -2, -2, -3, -1, -2, -2, 0, -2]
försvårande	-1.2	0.9798	[-2, -2, -1, -2, -2, -1, 0, 1, -1, -2]
angripen	-2.0	1.34164	[-1, 0, -4, -3, -3, -3, -2, 0, -1, -3]
attackerande	-0.6	1.28062	[-1, -2, -1, 0, -1, -2, 2, -2, 1, 0]
aggressioner	-1.3	1.48661	[-1, -2, -2, -2, -2, -3, 1, -2, 2, -2]
aggressiv	-0.6	1.28062	[-2, 1, -2, -2, 0, -2, -1, 1, 1, 0]
aggressivt	-1.3	1.55242	[-1, -2, 3, -2, -3, -2, -1, -1, -2, -2]
aggressivitet	-1.8	0.74833	[-1, -2, -1, -2, -2, -1, -3, -1, -3, -2]
aggressiviteter	-1.4	1.28062	[-1, -1, -1, -2, 2, -2, -2, -2, -3, -2]
angripare	-2.7	0.9	[-2, -3, -2, -1, -3, -3, -4, -4, -2, -3]
bestört	-2.0	0.63246	[-3, -2, -3, -2, -2, -1, -1, -2, -2, -2]
agitera	-1.8	0.87178	[-2, -1, -1, -1, -2, -3, -1, -3, -3, -1]
upprörd	-2.6	0.8	[-2, -3, -2, -3, -4, -2, -3, -3, -1, -3]
upprört	-1.6	0.8	[-1, -2, -1, -3, -1, -3, -1, -1, -2, -1]
agiterar	-1.4	0.8	[-2, 0, -1, -2, -1, -1, -3, -1, -2, -1]
agitator	-1.2	1.66132	[-3, -3, -2, 1, -1, -2, 0, 2, -1, -3]
agitationer	-1.3	1.18743	[-1, -2, -1, -3, -2, -3, 0, -1, 1, -1]
agiterande	-1.3	1.26886	[-2, -2, -1, -2, -1, -3, 1, -2, 1, -2]
agitatorer	-2.1	0.9434	[-2, -3, -3, -2, -2, -1, -3, -2, 0, -3]
nyfiken	-0.8	1.16619	[-2, -2, -2, 1, -1, -1, 0, 1, 0, -2]
pina	-3.4	0.66332	[-4, -3, -2, -4, -4, -3, -4, -3, -3, -4]
våndades	-2.3	0.64031	[-2, -3, -3, -2, -2, -2, -2, -3, -1, -3]
agoniserar	-2.4	0.91652	[-1, -4, -3, -3, -2, -2, -2, -3, -1, -3]
plågsam	-2.7	0.78102	[-3, -2, -2, -2, -4, -3, -3, -2, -4, -2]
plågsamt	-2.3	1.48661	[-3, -1, -3, -4, -4, -2, -3, 1, -1, -3]
vånda	-1.8	1.16619	[-3, -1, -2, -4, -2, -1, 0, -3, -1, -1]
hålla med	1.5	1.11803	[1, 0, 3, 1, 2, 1, 4, 1, 1, 1]
angenatt	1.9	1.04403	[1, 1, 1, 3, 3, 2, 1, 2, 4, 1]
angenäm	1.8	0.4	[2, 1, 2, 1, 2, 2, 2, 2, 2, 2]
behag	1.9	0.7	[1, 2, 3, 2, 1, 2, 3, 1, 2, 2]
angenämt	2.8	0.74833	[3, 4, 3, 2, 3, 3, 3, 1, 3, 3]
kommit överens	1.1	0.53852	[1, 1, 2, 1, 1, 2, 1, 0, 1, 1]
komma överens	1.4	0.4899	[1, 1, 1, 1, 2, 1, 1, 2, 2, 2]
avtal	2.2	0.74833	[2, 1, 1, 3, 3, 3, 2, 2, 2, 3]
överenskommelser	1.1	1.13578	[0, 1, 0, 1, 1, 2, 1, 0, 4, 1]
håller med	0.8	1.4	[1, 1, 1, 1, 3, 1, -3, 1, 1, 1]
larm	-1.4	0.91652	[-1, -1, -2, -2, -2, -2, -1, 1, -2, -2]
orolig	-1.4	0.4899	[-2, -1, -2, -2, -1, -1, -1, -2, -1, -1]
oroväckande	-2.3	0.78102	[-2, -2, -1, -3, -4, -3, -2, -2, -2, -2]
alarmerande	-2.6	0.91652	[-3, -3, -4, -3, -2, -1, -3, -3, -1, -3]
alarm	-1.1	1.04403	[-2, 0, -2, -1, 0, 0, 0, -1, -2, -3]
ack	-1.1	1.22066	[-1, -2, -1, 0, -1, 0, 1, -3, -1, -3]
varna	-0.4	1.35647	[0, -1, 0, -2, -1, 2, 1, -2, 1, -2]
levande	1.6	0.8	[1, 1, 2, 3, 3, 2, 1, 1, 1, 1]
allergisk	-1.2	0.4	[-1, -2, -1, -2, -1, -1, -1, -1, -1, -1]
tillåta	0.9	0.83066	[0, 0, 0, 1, 2, 2, 1, 1, 2, 0]
ensam	-1.5	0.5	[-1, -2, -2, -1, -1, -1, -1, -2, -2, -2]
ok	1.0	0.7746	[0, 1, 0, 3, 1, 1, 1, 1, 1, 1]
förvåna	2.5	1.0247	[3, 2, 3, 4, 2, 3, 1, 4, 2, 1]
förvånad	2.2	1.07703	[1, 0, 3, 2, 2, 4, 3, 3, 2, 2]
häpaktigt	2.1	0.53852	[2, 2, 2, 2, 3, 2, 2, 3, 1, 2]
häpnad	2.5	0.80623	[3, 3, 2, 4, 1, 2, 2, 3, 2, 3]
förvåningar	2.2	0.87178	[3, 1, 1, 3, 3, 2, 1, 2, 3, 3]
